262	-0.91186,0.74489,-0.7774,0.45645,0.48827,-1.2295,-0.74841,-2.0785,0.92469,-1.3656,-0.057074,-0.12426,0.11631,0.60552,0.82129,0.80358,0.95983,0.90985,0.97557,0.081661,-0.31197,0.39451,-0.38564,0.031951,-0.30956
263	-0.53043,0.96769,1.2756,3.2079,0.4817,0.35012,-1.2321,-3.8939,0.69105,-0.21795,-0.87175,-1.3431,-0.54253,1.0471,0.6972,0.66323,0.011032,0.56959,1.0038,1.1657,-0.45625,0.9518,-0.20397,0.73293,0.62693
264	-0.59162,-0.42422,0.32406,0.73752,-0.045325,-0.6558,-0.61251,-1.6115,0.47451,-1.6147,-0.47269,-0.85216,1.1,-0.10947,1.6971,0.021137,-0.29243,-0.30883,0.36986,-0.30501,-0.37305,1.4411,0.086451,0.28137,-0.55091
265	-1.3373,0.093748,-0.59431,1.8701,2.508,0.056534,-0.26459,-1.3684,0.53998,-0.27153,0.44306,1.5131,1.9192,-0.46109,0.18049,0.84972,-0.05749,0.36621,1.0693,2.472,-0.66624,-0.11687,1.6302,-0.28939,-0.38361
266	-0.0063508,-0.15265,-0.2147,0.78038,-0.27414,0.7042,-1.1046,-0.8034,0.51981,-0.55268,-1.3437,0.31863,0.68115,0.51057,0.095096,0.93035,-0.26373,-0.10544,-0.43266,1.5327,0.86859,1.2203,0.71946,0.51579,-0.95702
267	0.084722,1.478,-0.96926,-0.92763,-0.81457,-1.9627,-1.126,-0.79661,0.84187,-1.2309,-0.14149,-0.33781,-1.1666,1.1182,0.048251,0.30821,-0.51222,0.4235,1.0076,-0.59025,-1.4758,1.072,0.33278,-0.81224,-0.56741
268	1.2609,0.43442,1.3277,0.087651,-0.041886,0.83258,-0.11699,-3.1022,-0.49552,-0.73232,-0.75004,0.44641,1.3889,0.30251,-0.29056,0.85543,1.7378,-1.2881,3.0551,1.1287,-0.77759,0.88052,0.88747,-0.47455,-1.6188
269	0.08938,1.778,-0.85803,0.52925,-1.1441,0.30802,-1.7207,-1.0535,0.30928,-0.69152,-1.2168,0.83144,0.31418,-0.083245,1.3187,1.58,0.56295,1.2373,2.0111,0.29936,-0.02195,0.2565,-0.95638,-0.01001,-0.79676
270	-1.8253,0.10257,0.40681,0.44335,-0.25254,-1.211,1.2956,-1.3653,-1.1087,-0.13701,0.46802,0.38262,1.8291,1.0671,-2.1186,1.1994,0.67597,-0.35468,1.584,-0.52105,0.96958,0.28739,-0.36635,-0.012653,-0.011099
271	-0.97135,0.6127,1.3553,0.51993,-0.89747,-0.26477,-1.7534,-1.0737,-0.95426,-0.061896,-0.28654,0.39285,1.2087,-0.67168,0.20794,0.36416,0.96319,0.24613,0.11565,0.72048,0.50259,0.81745,-1.1115,0.57333,-0.27337
272	1.9765,0.47627,1.2005,-0.011495,-0.87355,-3.3029,0.35756,-1.1136,1.1587,0.36053,-1.5198,-2.8106,2.9709,1.543,2.1344,-0.36543,2.7138,0.51806,-0.15032,0.88582,-0.57856,-1.7843,-0.79106,-0.033378,-1.1815
273	0.33419,-0.56432,0.10347,0.12031,-0.41993,-1.2291,-0.73518,-1.253,1.0235,-0.048885,-0.95619,-0.38542,0.5051,0.0028594,-0.29453,0.78551,0.30351,-0.087926,0.16269,0.64864,-0.044788,1.2668,0.63309,0.87924,-1.7579
274	-0.51602,0.46355,-0.60151,-1.2304,0.23204,0.28198,-1.3591,-1.0886,-0.24476,-0.28552,-0.6388,0.27164,0.50204,1.1158,1.2322,1.2801,1.2066,0.50453,0.8239,-0.45418,-0.0085962,1.3073,-0.87248,-0.35511,0.6749
275	-0.070599,-0.47499,-0.034433,-1.3281,-1.8492,-2.2619,-1.4948,-1.1116,-0.80882,0.81964,0.024591,-0.608,0.65442,-1.3389,-1.2628,1.2051,0.52851,-0.39971,2.5524,-1.2184,0.22978,0.11034,-1.8392,0.13238,-0.59072
276	1.11,-0.95712,-0.25083,-1.4244,-1.6502,0.83122,-0.71427,-1.2838,-0.093567,0.45953,-0.010855,-2.1479,0.069122,-0.57325,0.87075,0.056133,-0.42384,-0.43055,2.7105,-0.86747,-0.83318,-0.34278,-1.4322,-1.1097,0.58597
277	-0.077426,1.5565,1.0299,0.31576,0.28538,-0.18036,-0.26263,0.10706,0.67602,-1.2672,-0.13527,1.3777,1.5395,-0.53115,-1.4927,0.25068,-0.078653,0.17716,0.33574,0.23156,1.0389,-0.82713,-0.41287,-1.3866,0.38435
278	0.44748,0.12252,-0.42061,0.88861,-0.078203,0.33783,-0.94585,-0.49845,-0.88411,-0.78322,0.28672,-1.0946,0.070649,-0.0087367,0.91791,0.94264,0.42134,-0.56395,0.12832,1.422,0.36267,-0.15028,0.64901,0.10587,-0.77196
279	-0.46068,-0.53504,-0.52496,-0.68072,0.34251,-0.27011,-1.3116,-2.3084,0.22572,1.452,1.0016,0.63675,0.81273,-0.38343,0.26981,-1.6372,0.43112,0.6272,2.0436,0.58244,0.34551,-0.088863,0.61042,-1.764,1.1971
280	-0.28385,0.6939,-0.2808,-0.0046226,-0.8778,-1.0553,-0.90157,-1.4294,0.41103,-0.52083,-0.4597,0.067181,0.20535,-0.60724,0.76726,0.78852,0.13412,0.022869,0.95772,0.48811,0.13702,0.26087,-0.55075,-0.95713,-0.36022
281	-0.40463,0.75999,-0.52744,-2.7353,-0.31613,-2.0026,0.18846,-0.87599,-0.37655,-2.4371,1.122,1.615,0.76117,-1.4663,0.65275,0.95564,0.79826,-0.70881,0.99376,-0.63689,-0.97337,0.14511,-0.14241,-1.4352,-0.4709
282	0.43461,0.56124,-0.46934,1.285,-0.30512,-0.076038,-0.30905,-1.8966,-0.093883,-1.2836,0.98047,0.59398,1.4227,-0.082213,0.73596,0.1469,-0.15917,-0.4921,1.3963,-1.2053,0.094216,-0.24809,-1.9212,-1.0923,-0.87094
283	1.2587,-0.62086,-0.21748,-0.36395,-1.7736,0.97475,0.35752,-2.9205,1.0496,-1.2411,-0.33868,0.073161,-0.023817,-1.3588,-0.21434,-1.7136,-1.8116,0.17836,2.2488,-0.10267,1.1136,-0.082908,-2.5334,-0.79176,0.30042
284	-0.41308,-0.15533,0.25999,-0.74065,1.1694,-1.0614,-1.2586,-1.7847,0.0049393,-1.101,0.022477,0.11107,0.84783,0.63511,-0.37894,0.20754,0.68812,0.79478,-0.17652,-0.49424,-0.30735,-0.12904,-0.49338,0.0072437,-0.41668
285	-0.20174,0.58622,-1.6445,-0.16469,0.4672,-0.90402,0.45005,-0.71134,-0.37551,0.75546,-0.65478,0.36717,1.9574,1.4848,0.98258,0.053575,0.81825,1.0754,0.50539,0.34911,0.1116,-0.08037,0.18581,-0.7499,0.18669
286	-0.75509,-0.91407,-0.76316,0.24519,-1.2376,-0.89671,-0.96339,0.50793,0.89269,-0.84749,-1.1238,0.023976,1.4415,-0.29686,-0.6523,1.8815,-0.071479,0.029575,0.1219,1.1791,0.31656,-2.0,-0.98116,-0.89521,-1.3099
287	0.42506,-0.020749,-0.60244,-0.47485,-0.14964,0.25726,0.14041,-1.8471,0.70943,0.46042,0.31055,-0.48139,0.69157,-0.78428,1.2834,-0.9313,0.85761,0.0097664,0.83564,-0.74781,0.39776,-0.31056,-1.3204,-0.93576,1.6665
288	-1.2069,0.80828,-0.75864,-0.7515,-0.79771,-0.79054,0.59288,-1.1076,0.61568,-0.13031,0.36635,0.2796,1.7937,0.38265,0.40616,0.64762,0.62521,-0.14813,-0.22837,0.0027909,-0.49254,0.026631,1.2732,-1.1627,-0.14369
289	-0.21744,0.46886,0.27686,-0.0026352,-0.4697,-1.0001,-0.19586,-1.2835,-0.4651,-0.38603,-1.0049,0.23512,1.4951,-0.60293,0.76373,0.88,0.48152,-0.18176,0.71795,0.37067,0.81916,0.69733,-0.15531,0.7136,-0.45136
290	-0.26183,0.41029,0.2455,0.4623,-0.61902,-0.42236,-0.70046,-0.73811,-0.33665,-0.60311,-0.44321,-0.55188,1.386,-0.088849,1.3104,0.57766,0.68639,-0.48141,1.105,0.98155,0.38766,0.64623,0.71034,1.2205,-0.28219
291	-0.16104,0.63609,-1.2448,-0.25272,-0.31653,-2.1388,0.108,-1.8065,0.50575,-1.4798,0.2384,-0.2012,0.54942,0.31346,0.5905,0.84253,0.24219,-1.2578,1.4458,0.21909,-0.34665,-0.41757,0.33375,-0.020561,-1.0492
292	-0.54931,0.32292,0.18931,-3.495,-0.56634,-0.2515,0.54535,-2.1468,-0.38349,-3.167,-3.5844,-0.24972,0.92651,-0.47041,-2.9007,0.12648,0.4853,-2.2302,1.5909,-1.055,0.67979,-2.0806,-1.9223,0.40387,-0.18197
293	-0.2554,-1.2815,-0.33242,0.92504,-1.7792,0.11654,-0.1412,-1.8891,0.10157,-0.91198,-0.74676,0.075869,-1.1174,-0.84525,-0.98777,1.7681,-0.56241,-0.31979,3.2515,0.3042,0.25652,-0.33028,-1.7701,0.18596,-2.7308
294	-0.4791,-0.068806,-1.8042,0.7127,0.63081,-0.54063,-0.059122,-0.94289,-0.1701,-0.52956,0.12172,-0.066637,1.1419,0.55339,1.2302,1.4052,0.30518,-0.25548,-0.79359,0.46704,-0.63027,0.21942,0.65793,-0.25713,0.51644
295	0.26679,1.2798,-0.18953,-0.97543,0.67719,-0.014469,-0.34188,-1.238,-0.33912,-0.74955,-1.6613,0.4193,-0.38624,-0.027949,0.3987,1.3357,0.10663,-0.13162,0.37429,0.41101,-0.12015,0.14781,-0.0012815,-0.30009,-0.23101
296	-1.9648,0.64401,0.56171,-1.8368,-0.99536,-0.9033,-0.4965,-0.95302,0.106,-1.1226,-1.5891,0.40857,0.62184,1.2236,0.36913,0.11298,0.75322,-0.83581,0.32091,0.9946,-0.70427,-0.35081,0.019052,-0.56455,0.34439
297	-1.248,-0.67433,-0.63613,0.25565,0.32437,-0.8236,0.45675,0.30049,0.61547,-0.38482,-0.71165,0.40427,2.2867,-0.31728,-0.70537,0.45002,-0.25675,-0.7696,1.0318,-0.28059,0.22969,0.35473,-0.40914,-0.078016,0.53262
298	-0.67168,0.94561,-0.57308,-0.59437,0.4876,0.73237,-0.034475,-0.85803,1.0191,-0.098808,-1.018,0.57265,0.79048,-0.20261,0.72788,0.48087,1.0724,-0.40184,1.9751,0.89803,1.2711,-0.74485,2.6323,-2.3263,0.69508
299	0.45258,0.038012,0.49612,1.1093,-0.091474,-0.40772,-1.2312,-0.61615,-0.41252,-0.17951,0.31031,0.083517,1.5118,-0.36324,-0.389,0.40253,0.69514,0.32762,-0.11973,0.2689,0.19989,1.8317,-0.56101,-0.72765,-1.2544
300	-0.41241,0.46332,0.10212,-0.43299,-0.71661,-0.34829,-1.1823,-0.26282,1.0289,-1.8106,-0.051724,-0.21505,0.37567,0.31815,1.4907,0.39086,-0.37285,-0.062412,0.99068,1.0904,-1.019,0.25735,0.18455,-0.98476,-0.71978
301	0.11641,-0.29433,0.2244,0.96589,-1.733,0.56638,1.2046,-1.7259,-0.40998,-0.82209,1.0316,2.6516,0.36978,1.1243,-0.62363,0.87917,0.9673,1.1462,2.6036,0.53261,0.59509,1.6751,0.76339,-1.1279,-0.059616
302	-0.86148,0.98656,0.20529,-0.43797,-0.80603,-0.085916,-0.66315,-0.097603,1.3674,-0.090234,-0.85764,0.59651,0.71485,0.38088,0.46306,0.96675,0.19258,-0.77389,0.11298,-0.63137,-0.36786,0.21708,-0.71592,0.70641,-0.72487
303	-0.85707,-0.94727,0.35162,-0.41844,-0.43115,0.18164,0.15921,-1.5056,0.086672,0.089766,0.31434,0.766,1.7819,0.13475,0.3129,-0.068281,-0.24408,-1.1716,1.2117,-0.033693,-0.096311,1.124,-0.21203,0.23419,-1.6827
304	-0.70029,2.5046,1.6058,2.2238,-1.151,0.65389,-0.1935,-0.852,0.8065,0.24013,-1.1917,2.1556,0.93413,-0.11177,-0.55289,-0.50712,0.19041,-0.41225,2.1355,3.2801,0.096129,0.42985,-0.26297,-2.3045,-0.26021
305	-1.0262,1.1577,-0.92386,-0.44541,0.14435,1.6177,-0.56138,-0.95123,1.8612,-1.3748,-0.027317,0.62391,1.5312,-1.4565,-0.2612,0.7225,1.1002,0.47758,1.2955,0.1513,0.085662,-0.70072,0.78985,0.29722,-0.49033
306	-0.59842,1.4812,1.8917,1.4126,0.20008,-0.86544,1.1378,-1.2934,0.23181,0.35678,-1.509,1.5188,1.459,0.01633,0.078463,-0.47217,-0.13691,0.54655,0.39683,-0.13877,1.1891,0.34987,-1.8099,0.37737,0.037952
307	-0.027758,-0.30499,0.20899,0.64548,-0.18148,0.37981,0.34052,1.0128,-1.0811,-0.073296,0.55632,-1.6647,-3.3066,-0.74365,1.1485,0.78202,0.59282,0.014489,0.59637,-0.12322,0.196,0.7692,2.0958,1.867,-0.54187
308	-0.3144,0.085466,0.0063645,-0.97494,1.6899,0.30559,-0.78913,-1.1902,-0.54939,-0.77394,-1.2851,-1.2304,1.1513,-1.0464,-0.54593,0.29838,-1.4309,1.3901,0.56864,-1.4954,1.0058,1.1663,-0.086967,0.43375,-0.083983
309	-0.95579,0.44875,-0.13759,0.27184,-0.72314,-0.97389,-0.99097,-1.0378,1.2089,-0.78476,-1.0746,1.0277,0.63173,-0.58342,0.45379,0.12168,0.17231,-0.078597,1.1708,0.75736,0.37698,0.25543,0.17177,-0.27087,-0.93431
310	-0.075307,-0.12629,-0.31067,-0.99548,-0.5135,0.23377,-0.33246,-0.73187,1.1036,0.038001,-1.5116,0.23361,1.1647,-0.4199,1.5704,0.89104,1.0854,-0.81377,0.35544,-0.84037,0.3207,0.048543,0.75947,0.50623,-0.97864
311	-1.864,-0.8203,-0.93205,-1.2145,-1.1601,0.13314,1.3709,-0.24473,0.655,-1.1833,-0.62873,1.0355,2.2397,0.86241,-0.093343,-0.37162,0.95212,-0.85721,-0.51414,-0.62562,-0.081898,1.3296,0.051089,-1.5072,-0.15095
312	-1.1577,0.45271,-0.99223,-0.047529,0.17939,0.58403,-1.2592,-1.7908,-0.30115,1.0735,-1.0953,-0.69689,0.9528,0.44702,0.1069,1.1505,1.6506,-0.25553,0.87996,0.069968,-0.055986,0.90113,0.14308,-0.9697,-0.43366
313	0.46702,-0.66682,-0.83614,-0.22635,0.73248,-0.54382,-0.5268,-1.8403,-0.62932,0.36735,0.41284,0.77297,1.1802,1.3705,0.77053,1.0119,0.58465,-0.24899,-0.65583,-1.1006,1.4096,0.40673,2.4592,-0.62743,0.70428
314	-3.0004,0.31097,-0.081748,0.61293,-0.03627,-0.49029,-1.167,-0.46436,0.020739,0.1921,1.2379,-1.1059,1.2133,-0.0062313,0.35148,-0.66928,1.0244,-0.15522,1.0287,-0.19957,-0.10785,1.8913,-0.60431,-1.7855,-1.0973
315	0.080183,-0.15246,-0.58214,-0.4533,1.1655,0.80976,-0.53685,-0.093081,1.8198,-1.3548,-0.68448,1.2343,1.7649,0.38306,-0.8854,0.15571,0.6693,0.2577,0.7951,0.55503,0.57427,-1.1256,0.4727,0.14459,-0.51326
316	0.62823,-0.091285,0.18313,1.0731,-0.38885,-0.093929,-0.0024322,-1.8802,0.12883,0.75176,1.1658,0.63592,2.0729,1.4927,0.97967,0.66939,-1.1867,0.72906,-0.041287,-0.84116,0.52805,-0.46554,1.0329,-0.50802,-0.99027
317	-0.27758,0.97103,1.8308,-0.7877,0.49256,-0.58029,2.225,-1.923,-1.8511,0.21401,-0.352,-1.0021,1.706,2.4654,0.46126,0.13795,-1.5357,-1.9248,2.0332,-1.0647,0.74043,0.30494,0.18974,-0.95861,-1.0409
318	-0.29039,0.8296,-0.40042,-0.93869,0.83992,0.67425,-0.61881,-0.56729,0.53677,0.71504,1.4199,1.1971,1.1163,-0.34575,0.90089,0.61505,0.57581,-0.93006,1.139,-0.47372,-0.6474,1.8452,0.34131,0.97638,-1.2475
319	0.52655,0.83124,-0.1476,0.043196,0.29543,-0.56802,-1.8258,-0.80166,-0.29303,-1.4414,0.1552,-0.46848,0.032195,0.24428,0.93664,0.35216,0.18594,-0.096401,1.9144,1.1959,0.13117,0.54192,-0.29943,-0.59988,-0.39498
320	1.0588,0.30237,-0.77611,-0.57751,0.36759,-0.84839,-1.6021,-0.59985,0.22472,-0.64386,0.33033,-0.51366,0.59962,-0.64398,1.4592,0.52504,1.3608,1.0077,1.4431,0.34386,0.28845,-0.41306,1.0711,0.95199,-2.0052
321	0.0043323,0.84656,0.14198,0.36863,-0.6669,-0.54589,-1.755,-1.6438,1.3881,-1.3382,-1.0299,-0.10238,0.050194,-0.44285,1.1998,-0.50306,-0.29563,0.38616,0.94728,0.94275,0.83373,0.14074,0.058512,-0.39147,0.44817
322	-1.1654,-0.13693,-0.31973,0.65175,-0.14632,-0.63068,-1.0573,-0.17665,-1.0169,-1.663,-0.70547,2.0786,0.2075,-0.99104,0.47195,1.2693,0.59891,0.8768,-0.563,1.662,-0.083274,0.28381,0.13844,1.7684,-0.034955
323	-0.22679,-0.039619,-0.16741,0.6008,-1.2065,-0.41308,-0.9014,-0.89873,0.20804,-1.3234,-0.26838,-0.9559,-0.044151,0.26534,-0.24352,0.65128,-0.41845,0.22227,0.46284,0.076465,-0.70619,0.26978,0.70604,1.034,0.012634
324	-1.1169,0.22569,-0.31617,0.62899,-0.90036,0.91842,-0.29514,0.073828,1.4085,0.16375,-1.8409,0.70846,0.76026,0.28706,-1.0966,1.2913,0.046164,0.062306,1.5047,0.11838,0.11651,-0.29728,0.7327,1.1017,-2.9156
325	-0.29636,1.3491,-0.058026,-0.025084,0.055875,-1.3144,-0.67361,-2.2907,-0.23319,-2.0265,-0.7399,-0.82073,0.73274,0.24748,0.87556,1.4606,0.87141,-0.90893,0.079337,-0.017492,-0.63898,0.80476,0.16149,-0.80427,-1.5863
326	-0.94537,1.0681,-0.4218,-0.48033,-0.44884,0.35956,-0.67605,0.59167,1.4207,-0.99327,-0.46839,2.5199,0.37053,0.39794,-1.3282,1.8423,-0.11575,0.75422,0.81568,0.35076,-1.1633,0.7471,1.81,-0.40273,0.60367
327	-1.059,-0.56222,0.30824,-0.89248,-1.4204,-1.1336,-0.83806,-0.65604,2.1618,-0.39683,0.42797,-0.74535,1.5599,-0.73819,1.2584,-0.053784,0.35701,0.28353,1.3477,0.91133,0.30925,-0.05769,-0.53208,-0.75033,0.22115
328	0.26355,0.66907,-0.20011,-0.60073,-0.36272,-0.064556,0.093699,-2.4399,-1.0306,0.078166,-0.9699,0.081271,0.52163,-0.14602,0.47694,0.86407,0.32688,-0.55625,1.5991,0.25315,0.66706,0.26501,-0.43847,-0.75984,0.21138
329	-0.71884,1.3868,0.7606,0.49342,0.035533,-0.52507,-0.9835,-2.5625,0.39021,-0.47336,-1.9595,0.75531,-0.065413,-0.54501,0.098699,1.1393,0.001143,0.4846,1.0407,0.17512,0.057331,0.034979,-0.09638,0.34719,-1.2578
330	-0.29397,2.1508,1.1426,0.90322,-0.8112,-0.41291,0.97699,-1.6426,0.80281,-0.91968,-0.47149,-0.60815,2.1832,-0.75553,-0.26937,-0.22555,0.667,-0.69048,0.64141,2.2493,1.8097,-1.1985,1.3737,0.81351,0.59434
331	0.60122,0.98733,-1.0155,-0.59347,-0.89616,-0.80919,-2.1037,-1.4028,-1.2186,-0.9464,-0.18537,0.41263,-0.22403,-0.61124,0.1853,1.8665,-0.29997,0.78528,0.93551,0.015683,-1.1851,-0.15239,-1.2593,0.27131,-0.71453
332	-0.24223,-0.60501,-0.34532,-0.85564,0.079754,0.49788,-0.26481,-1.8248,-0.2894,-0.29026,-0.19112,1.2328,1.5914,1.0175,0.35327,0.33358,-0.59824,-0.057556,0.97754,0.66394,0.83256,0.24407,-0.70486,1.548,-1.0055
333	-0.71096,0.68477,-1.9597,-1.8936,-1.0503,-0.40548,-0.16171,-1.6741,-0.092696,-0.24751,0.40458,-0.69128,0.044435,-0.027522,0.16942,1.1867,1.0594,-0.56513,0.96904,1.3227,-1.6942,-0.15365,1.3093,-0.060559,-0.45855
334	-0.76168,0.53659,-0.098327,-1.094,-0.20526,-0.60249,0.54376,-1.7747,-0.76909,0.1888,-1.4002,0.86961,1.4144,0.50901,-0.20589,0.55607,-0.051893,-0.12947,1.8788,-0.20889,0.54818,-0.087714,-0.26895,-0.051586,-0.45236
335	-1.1802,1.3422,-0.28574,0.21607,-0.19639,-0.95093,0.50575,-1.815,0.23174,-1.3435,-1.355,0.4083,0.41383,0.7623,1.272,0.044115,1.1014,-0.22453,-0.22878,1.169,-0.14359,0.73621,-0.52283,0.4075,-0.51359
336	-1.5247,-2.1718,-4.7124,2.2882,0.76365,-0.59446,-0.35882,0.22059,-1.5502,-1.2216,0.17404,1.3094,2.7018,2.4166,-0.26282,-0.08351,0.22609,1.6764,-0.38489,-0.016566,0.035205,1.1611,1.2316,-2.3363,-2.5741
337	-1.5226,-0.030041,0.88587,0.1597,-3.8336,-2.0394,-2.1606,-1.7088,-1.51,-1.0432,0.57604,1.1929,2.2212,0.70858,1.9222,2.6986,0.47877,-0.23741,-2.7764,-2.6152,2.4184,-2.6768,-2.2406,-0.25559,1.0331
338	-0.3904,1.8335,0.81534,-0.35865,-0.038034,-0.81641,-0.66603,-1.1512,0.99046,-1.5588,-0.34967,0.60528,0.82323,0.30256,-1.1197,0.31591,0.22484,-0.19307,0.70507,1.1833,0.48192,-0.91591,0.57139,0.49173,1.0275
339	-0.69098,0.54586,0.55788,0.043276,0.051159,0.83271,1.0279,-1.0551,-0.29734,-0.95298,-0.29497,1.4244,1.749,-1.3003,0.17275,-0.37395,0.9526,-0.39736,-0.8765,0.60823,-0.46409,0.12093,-0.30651,0.40139,-0.10833
340	-0.48195,0.30491,-0.35868,0.010023,-0.49875,-1.0203,-0.47215,-1.6118,0.70855,-1.3051,-0.94472,-0.65814,1.2366,-0.70654,0.48275,0.24767,-0.097811,-0.071464,0.61437,0.69765,0.27987,0.83355,0.081302,0.92758,-0.53955
341	0.23944,-0.034999,0.303,0.17004,0.85941,0.63909,0.26839,-2.323,0.3796,-0.21634,-0.010786,1.7789,1.5047,1.1345,0.37367,0.054942,-0.84453,0.037111,0.1473,-0.024328,-1.1683,-0.32517,-0.72825,-0.0030707,-0.72572
342	-0.36211,-0.78054,0.21197,-0.47278,-0.42606,0.90361,-0.052568,-1.2437,-0.18712,0.11925,-0.65507,1.2422,1.2954,1.1278,0.11571,-0.0056405,-0.42383,-0.069745,-0.016846,-0.14688,0.5636,-0.48131,-1.5435,0.73932,-1.8031
343	-0.1081,0.20297,-0.9374,-1.0777,-0.73398,0.1017,0.22476,-2.0901,1.1087,1.1021,0.051199,0.42135,1.4402,-0.54528,0.2454,-0.058395,-0.06585,-0.11911,2.8643,-0.25316,-0.2587,0.49794,-1.0346,0.086073,0.43944
344	-1.386,2.7641,0.09424,1.0504,-1.2154,-0.22116,-0.37471,-1.3725,1.193,-1.0452,0.41635,0.48769,2.4024,-1.8607,0.36498,-0.11364,-0.035595,0.67963,0.74493,0.93302,1.5611,-0.83367,0.89107,1.5794,1.1741
345	-1.186,-0.50395,-1.2159,-0.71816,-2.8355,-0.79674,0.10195,-2.5793,0.64691,0.08441,0.36731,-0.43927,-0.36983,-1.5969,1.1069,-0.81289,0.72557,0.5654,2.0298,0.15381,0.92941,1.0117,-1.5774,-1.1233,2.0538
346	-0.11556,1.5099,-0.09812,0.055381,-0.41629,-1.5634,0.23917,-1.6885,-0.19097,1.0732,-0.51804,1.4746,2.1304,0.21892,1.6421,-0.029905,0.15593,-0.18983,-0.016824,0.6281,-0.38979,0.41427,1.0791,0.84928,0.092183
347	-0.94885,2.3363,0.78411,1.1026,-1.4359,0.075859,-0.23641,-0.43061,1.9364,-0.33521,-0.26752,1.2196,1.6261,-0.43592,0.26005,1.5297,0.30957,-0.47922,0.95678,0.7796,0.59432,-2.2019,1.0703,0.99343,1.6727
348	-3.7857,-0.76398,0.17343,-3.895,2.3146,-0.22982,1.9774,-4.5086,4.3937,0.40722,0.96905,2.4083,0.18342,0.48754,-0.28946,-1.2683,-2.7004,3.005,2.5255,-1.1041,-1.2063,-2.5984,0.81851,-0.97656,1.3782
349	-0.74922,0.28257,0.050195,0.86064,-0.93113,-0.98767,-0.99096,-0.083399,0.72694,-1.0436,-0.82191,-0.41691,0.82656,0.081485,1.1481,1.5983,0.15506,-0.33844,0.41198,0.098978,0.51097,0.46884,2.0538,0.099156,0.11212
350	-1.2107,0.47405,0.94427,-0.45722,-0.11762,-0.3357,-1.0343,-1.0867,0.81089,-2.0138,-0.19301,-0.38927,0.12863,0.0048237,1.7708,1.1113,0.52158,0.32217,0.8212,0.77857,-0.33538,0.149,0.12918,0.16447,0.30776
351	-0.31367,0.79639,-0.20215,0.11624,0.14385,-1.4593,-0.84472,-0.16853,0.72002,-0.24375,-0.14247,0.39727,-0.30162,-0.15693,0.065222,0.42068,0.47408,0.10682,0.48944,0.64738,0.091751,-0.01661,-0.36749,0.42574,-0.08073
352	-2.3855,-0.32194,0.8462,-0.84622,0.40949,1.2399,-0.42164,-1.6366,0.47922,-1.3772,-3.18,1.6726,-0.051862,-0.10587,-1.1158,1.793,1.8292,-0.25668,1.2753,0.16422,2.3575,0.62152,0.90576,-0.68339,1.5471
353	1.6552,-1.9853,-0.72301,3.871,-0.21153,-0.3354,0.25689,-0.85373,2.1008,-2.1867,0.4695,1.5902,0.19363,0.50944,0.93441,2.1973,0.49841,0.57417,1.2115,-0.18838,0.27691,1.0965,0.66664,-0.70519,-0.26364
354	0.47342,-1.4264,-0.26745,-0.69645,-0.028976,1.5009,0.19843,1.4693,1.077,0.93769,-1.6411,0.53849,-0.70151,-0.70354,1.0169,1.1506,0.5545,-1.2825,-0.00034267,0.047116,0.97419,1.2392,-1.4095,-0.21526,-2.5252
355	-0.51141,0.39864,-0.12079,0.047033,-0.31791,-0.43044,-0.67697,-0.2927,1.2693,-0.47682,-0.8729,0.045542,-0.15403,0.32069,0.41475,-0.31348,0.032523,0.32232,0.60352,0.66505,0.15425,0.14839,0.26515,-0.41055,-0.33953
356	-0.69418,-0.9713,-1.2717,-0.6981,0.2699,-1.3405,-0.32896,-1.3562,0.1337,0.87211,-0.39146,0.3296,2.4466,-1.0731,1.5546,2.4794,-0.92144,-0.17467,-0.054093,-0.44681,0.29247,2.3158,-0.024702,-0.70318,-0.79893
357	0.28198,-1.0711,1.1095,0.19192,-0.37996,0.6635,0.23195,-2.3203,-0.29661,-1.5308,-0.042575,1.7984,0.50275,0.83926,-0.018334,0.077727,-0.012213,-0.27276,0.12599,-1.3194,0.71948,-0.39664,0.034734,-0.21859,-0.015371
358	-0.65748,-0.87686,-1.0154,-1.9618,0.38968,0.74231,-1.2962,-0.37109,-1.1317,-0.61336,-1.4124,-0.3229,0.22381,0.81097,-0.24048,0.83638,2.0136,-0.01367,-1.0227,-0.86938,-0.28872,1.1026,-1.099,0.39128,0.38931
359	0.030952,0.64757,-1.2776,0.40957,0.53364,0.67734,-0.93864,-1.1272,-0.35906,0.076651,-0.95524,-0.5297,1.095,1.5286,-0.04166,0.3494,1.4252,1.3344,1.6257,0.14201,0.48791,-0.30191,-1.19,0.064195,-1.1245
360	-0.039892,-0.093411,0.34788,0.3082,0.11386,-0.13281,-0.72276,-1.5038,-0.40545,0.38293,-0.87465,0.89898,1.7055,-0.51893,0.48827,0.37967,0.41078,-0.4562,0.87754,0.2323,-0.14486,-0.82324,0.66418,-0.17049,-0.58683
361	0.1208,1.534,-0.35706,-0.66174,0.090566,-0.27553,-0.7604,-0.88661,1.3121,-0.67908,0.27027,0.7352,1.025,-0.35986,0.29243,1.1178,-0.045277,-1.0046,0.55838,0.43887,0.091556,1.7477,-0.66943,1.0921,-0.89197
